,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_range,monthlycharges_range
158,Male,0,Yes,Yes,16,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,10002040.0,No,13 - 24,61 - 80
159,Male,0,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.70000076293945,205010.06,No,1 - 12,21 - 40
160,Female,0,No,Yes,13,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,706040.0504090908,No,13 - 24,41 - 60
161,Female,0,Yes,No,20,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4000015258789,10509020.03040909,Yes,13 - 24,81 - 100
162,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.69999694824219,103050.01090909091,No,1 - 12,61 - 80
163,Male,0,No,No,53,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9000015258789,30905080.0205,No,49 - 60,61 - 80
164,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.600000381469727,203030.0809090909,No,1 - 12,21 - 40
165,Male,0,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.899999618530273,10306030.04040909,No,61 - 72,1 - 20
166,Female,0,No,No,4,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9000015258789,207030.0,Yes,1 - 12,61 - 80
167,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05000305175781,60205040.04050001,No,61 - 72,81 - 100
168,Male,1,Yes,No,58,No,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.29999923706055,20605010.01090909,Yes,49 - 60,41 - 60
169,Female,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.399999618530273,302010.0309090909,No,13 - 24,21 - 40
170,Male,0,Yes,No,43,Yes,No,Yes,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,30503090.0205,No,37 - 48,81 - 100
171,Female,0,Yes,No,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4000015258789,204020.08000000002,Yes,1 - 12,101 - 120
172,Male,0,Yes,No,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.94999694824219,10108010.0705,No,13 - 24,81 - 100
173,Female,0,Yes,No,53,Yes,No,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.8499984741211,50000000.02000001,Yes,49 - 60,81 - 100
174,Female,0,No,No,32,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.549999237060547,605040.0504090908,No,25 - 36,21 - 40
175,Female,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.70000076293945,708000.0200000001,No,25 - 36,21 - 40
176,Female,1,No,No,15,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.44999694824219,10104050.06090909,Yes,13 - 24,61 - 80
177,Female,1,No,No,7,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.44999694824219,500030.06,Yes,1 - 12,61 - 80
178,Female,0,Yes,Yes,15,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.3499984741211,10505090.0205,No,13 - 24,101 - 120
179,Male,0,Yes,No,61,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.549999237060547,10205020.0,No,61 - 72,21 - 40
180,Female,0,No,No,1,No,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95000076293945,2090.0905000000002,Yes,1 - 12,21 - 40
181,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.29999923706055,4050.020909090909,No,1 - 12,41 - 60
182,Male,0,No,No,8,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,606020.0605000003,Yes,1 - 12,81 - 100
183,Male,0,Yes,Yes,33,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,20405030.03,No,25 - 36,61 - 80
184,Female,0,No,No,13,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,10101010.0605,Yes,13 - 24,81 - 100
185,Female,0,Yes,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.79999923706055,2040.070909090909,Yes,1 - 12,21 - 40
186,Male,0,No,No,20,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.79999923706055,10002030.080409091,No,13 - 24,41 - 60
187,Male,0,No,No,3,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.399999618530273,8020.010500000001,No,1 - 12,21 - 40
188,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.649999618530273,204040.08000000002,No,13 - 24,1 - 20
189,Female,0,Yes,No,40,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.599998474121094,20307090.01,No,37 - 48,41 - 60
190,Male,0,Yes,Yes,43,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9000015258789,30107030.030500002,No,37 - 48,61 - 80
191,Male,0,Yes,No,6,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,503010.0,Yes,1 - 12,81 - 100
192,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,10307050.040000001,No,61 - 72,1 - 20
193,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.6999969482422,80102090.02090909,No,61 - 72,101 - 120
194,Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.299999237060547,10109020.06090909,No,49 - 60,1 - 20
195,Female,0,Yes,No,20,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.5500030517578,10900010.0605,No,13 - 24,101 - 120
196,Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.10000038146973,508070.0400000002,No,13 - 24,21 - 40
197,Male,0,No,No,59,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.3499984741211,60501090.0705,No,49 - 60,101 - 120
198,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,80004010.06040908,No,61 - 72,101 - 120
199,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,2000.0705,No,1 - 12,21 - 40
200,Female,0,Yes,No,27,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9000015258789,20608010.01040909,No,25 - 36,101 - 120
201,Female,0,No,No,14,Yes,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05000305175781,10101020.030000001,No,13 - 24,81 - 100
202,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.5500030517578,70400050.05,No,61 - 72,101 - 120
203,Male,0,No,Yes,13,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.30000305175781,10003030.09040909,No,13 - 24,81 - 100
204,Male,0,No,No,44,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.84999847412111,20905080.09040909,No,37 - 48,61 - 80
205,Female,0,No,No,33,Yes,No,Yes,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.94999694824219,20608040.0805,No,25 - 36,81 - 100
206,Male,0,Yes,Yes,72,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45000076293945,40107090.02000001,No,61 - 72,41 - 60
207,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9000015258789,7090.090000000001,Yes,1 - 12,81 - 100
208,Female,0,No,No,19,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.5999984741211,10903040.04040909,Yes,13 - 24,101 - 120
209,Male,0,Yes,No,64,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.4499969482422,60605040.01,No,61 - 72,101 - 120
210,Male,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,8040.05,Yes,1 - 12,41 - 60
211,Female,0,No,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,2050.0205,No,1 - 12,21 - 40
212,Male,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,10102040.01090909,No,61 - 72,1 - 20
213,Female,0,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.0,504000.00040909083,No,25 - 36,21 - 40
214,Male,1,Yes,No,23,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.80000305175781,10907050.080409091,No,13 - 24,81 - 100
215,Female,0,Yes,No,57,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,30403070.04040909,No,49 - 60,61 - 80
216,Male,0,Yes,Yes,72,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,30103090.080000002,No,61 - 72,41 - 60
217,Male,0,Yes,No,66,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.599998474121094,30708090.01090909,No,61 - 72,41 - 60
218,Male,0,Yes,Yes,65,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.19999694824219,50302040.05,No,61 - 72,81 - 100
219,Female,0,No,No,8,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,602040.0509090907,No,1 - 12,81 - 100
220,Female,0,No,No,4,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15000152587889,206080.0305,Yes,1 - 12,61 - 80
221,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,10803060.09,No,61 - 72,21 - 40
222,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.200000762939453,2000.02,No,1 - 12,21 - 40
223,Male,0,Yes,No,4,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.04999923706055,107090.03050000001,Yes,1 - 12,41 - 60
224,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.350000381469727,201090.0305,No,1 - 12,1 - 20
225,Male,0,No,No,24,No,No,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.599998474121094,10208080.0705,No,13 - 24,41 - 60
226,Female,0,Yes,Yes,31,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.1500015258789,20504050.0705,No,25 - 36,81 - 100
227,Female,0,Yes,No,1,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.20000076293945,5050.02,Yes,1 - 12,41 - 60
228,Male,0,No,No,30,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9000015258789,20702030.01040909,No,25 - 36,81 - 100
229,Female,0,Yes,Yes,47,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.30000305175781,40100070.0205,No,37 - 48,81 - 100
230,Male,0,No,No,54,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,50706000.06040909,No,49 - 60,101 - 120
231,Male,0,No,No,50,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,40704070.05,No,49 - 60,81 - 100
232,Male,0,No,No,1,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.5999984741211,8040.050909090908,Yes,1 - 12,81 - 100
233,Female,0,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,10506060.09,No,61 - 72,21 - 40
234,Female,0,No,No,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.149999618530273,700020.0,No,25 - 36,21 - 40
235,Male,0,No,No,2,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4000015258789,101040.00090909092,Yes,1 - 12,41 - 60
236,Female,0,No,No,10,No,No,Yes,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.60000038146973,209090.0004090908,No,1 - 12,21 - 40
237,Male,0,Yes,No,18,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1500015258789,10300050.09040909,No,13 - 24,61 - 80
238,Female,1,No,No,11,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,10102000.030000001,Yes,1 - 12,81 - 100
239,Male,0,No,No,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,208040.0305,No,13 - 24,1 - 20
240,Female,0,No,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.5999984741211,60305000.05,No,61 - 72,81 - 100
241,Male,0,No,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.1999969482422,70807080.02090909,No,61 - 72,101 - 120
242,Female,0,Yes,Yes,41,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.69999694824219,30108070.06040909,No,37 - 48,61 - 80
243,Female,1,Yes,No,65,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4000015258789,60102060.01040909,No,61 - 72,81 - 100
244,Female,1,No,No,13,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.79999923706055,703010.0209090908,No,13 - 24,41 - 60
245,Male,1,No,No,4,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3499984741211,207030.0309090909,No,1 - 12,61 - 80
246,Male,0,No,No,41,Yes,Yes,Yes,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,20503010.080000002,No,37 - 48,61 - 80
247,Male,1,No,No,15,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,10007040.030000001,Yes,13 - 24,61 - 80
248,Male,0,No,No,1,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.54999923706055,4080.050409090909,Yes,1 - 12,41 - 60
249,Male,0,No,No,42,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,40209080.04050001,No,37 - 48,101 - 120
250,Female,0,Yes,No,51,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,40601090.05040908,No,49 - 60,81 - 100
251,Female,0,Yes,Yes,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4000015258789,104070.0104090909,Yes,1 - 12,61 - 80
252,Male,1,Yes,No,1,No,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.20000076293945,4000.02,Yes,1 - 12,41 - 60
253,Male,0,No,Yes,32,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.69999694824219,20603030.03,No,25 - 36,81 - 100
254,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.850000381469727,109030.00050000001,No,1 - 12,1 - 20
255,Female,0,Yes,Yes,67,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.54999923706055,40100030.08090909,No,61 - 72,61 - 80
256,Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0999984741211,70000080.01040909,No,61 - 72,
257,Male,0,No,No,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.3499984741211,50709010.01,No,49 - 60,101 - 120
258,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.599998474121094,8000.050500000003,Yes,1 - 12,41 - 60
259,Female,1,Yes,No,29,No,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,10202080.0605,No,25 - 36,41 - 60
260,Male,1,No,No,3,No,No,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.150001525878906,103020.01090909091,Yes,1 - 12,41 - 60
261,Male,1,No,No,13,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9000015258789,10306040.030000001,Yes,13 - 24,101 - 120
262,Male,1,Yes,No,57,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8499984741211,40902050.0305,No,49 - 60,81 - 100
263,Female,0,No,No,31,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.849998474121094,10502000.00090909,No,25 - 36,41 - 60
264,Female,0,Yes,No,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3000030517578,50003020.0205,No,37 - 48,101 - 120
265,Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.0999984741211,50502060.0705,No,61 - 72,81 - 100
266,Male,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.899999618530273,10109050.0205,No,49 - 60,21 - 40
267,Female,1,No,No,19,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,20000070.0205,No,13 - 24,101 - 120
268,Male,0,No,No,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.350000381469727,10009090.05090909,Yes,49 - 60,1 - 20
269,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.25,10703020.09040909,No,61 - 72,21 - 40
270,Female,1,No,No,16,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.4499969482422,10501010.01090909,Yes,13 - 24,81 - 100
271,Male,0,Yes,No,57,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,30405000.01040909,No,49 - 60,61 - 80
272,Male,0,No,No,1,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.79999923706055,2040.070909090909,Yes,1 - 12,21 - 40
273,Male,1,Yes,No,20,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.0500030517578,20107020.0005,No,13 - 24,101 - 120
274,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.5999984741211,7000.050909090908,Yes,1 - 12,61 - 80
275,Male,0,Yes,No,5,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4000015258789,400010.01,Yes,1 - 12,81 - 100
276,Female,0,Yes,No,52,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0500030517578,50602040.0805,Yes,49 - 60,101 - 120
277,Male,1,Yes,No,21,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.94999694824219,10303090.08,No,13 - 24,61 - 80
278,Male,0,No,No,14,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,707010.0905,No,13 - 24,41 - 60
279,Female,0,No,No,5,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.54999923706055,204040.0705,No,1 - 12,41 - 60
280,Female,0,No,No,6,Yes,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.1500015258789,302020.08090909093,No,1 - 12,41 - 60
281,Female,0,No,No,10,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.20000076293945,409080.0205,No,1 - 12,41 - 60
282,Female,0,No,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.399999618530273,2050.030909090909,No,1 - 12,21 - 40
283,Female,0,No,No,68,Yes,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45000076293945,30608070.0705,No,61 - 72,41 - 60
284,Male,0,Yes,Yes,18,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.1500015258789,10707090.09040909,Yes,13 - 24,81 - 100
285,Female,0,No,No,22,Yes,Yes,Yes,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,10708030.05090909,No,13 - 24,61 - 80
286,Female,0,No,No,20,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.349998474121094,902070.0105000002,No,13 - 24,41 - 60
287,Male,0,Yes,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,7000.0,Yes,1 - 12,61 - 80
288,Male,1,No,No,8,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,600060.0504090908,Yes,1 - 12,61 - 80
289,Male,0,No,No,10,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.849998474121094,403050.0309090909,Yes,1 - 12,41 - 60
290,Male,1,No,No,24,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.0999984741211,10701020.06090909,Yes,13 - 24,61 - 80
291,Male,0,No,No,35,Yes,No,Yes,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.20000076293945,20002010.01090909,No,25 - 36,61 - 80
292,Male,0,Yes,Yes,23,Yes,No,Yes,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.80000305175781,10904000.08,No,13 - 24,81 - 100
293,Female,1,No,No,6,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3499984741211,506070.0709090908,No,1 - 12,81 - 100
294,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.700000762939453,202000.0305,No,1 - 12,1 - 20
295,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,2000.0205,No,1 - 12,21 - 40
296,Female,0,Yes,Yes,71,Yes,No,Yes,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05000305175781,50403060.04050001,No,61 - 72,61 - 80
297,Male,1,Yes,No,35,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8000030517578,30403070.05,No,25 - 36,101 - 120
298,Male,0,Yes,Yes,40,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55000305175781,30001050.0705,No,37 - 48,61 - 80
299,Female,0,No,Yes,1,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.5999984741211,7030.050909090908,Yes,1 - 12,61 - 80
300,Male,0,No,No,23,Yes,No,Yes,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.90000152587889,10500090.08,No,13 - 24,61 - 80
301,Female,1,No,No,4,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4499969482422,309060.01,Yes,1 - 12,81 - 100
302,Male,0,No,No,4,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4000015258789,305060.0604090909,No,1 - 12,81 - 100
303,Female,0,Yes,Yes,68,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.29999923706055,40100090.0,No,61 - 72,61 - 80
304,Male,0,No,Yes,38,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.8499984741211,30104010.06090909,No,37 - 48,81 - 100
305,Male,0,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.79999923706055,10202090.00090909,No,49 - 60,21 - 40
306,Male,1,Yes,No,32,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,20300030.030500002,Yes,25 - 36,61 - 80
307,Male,0,Yes,Yes,29,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55000305175781,20005040.03090909,No,25 - 36,61 - 80
308,Male,1,Yes,Yes,38,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1500015258789,30704010.0805,No,37 - 48,101 - 120
309,Male,0,No,Yes,48,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,30608020.04040909,No,37 - 48,81 - 100
310,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.25,1090.0205,No,1 - 12,1 - 20
311,Female,0,No,No,22,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05000305175781,10808060.0205,No,13 - 24,81 - 100
312,Female,0,No,No,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0500030517578,40809050.01,No,37 - 48,
313,Female,1,Yes,No,5,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.34999847412111,304010.06,No,1 - 12,61 - 80
314,Male,0,No,No,5,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5999984741211,401050.0504090908,Yes,1 - 12,81 - 100
315,Male,0,Yes,Yes,51,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.0500030517578,50608060.03090909,No,49 - 60,101 - 120
316,Male,0,No,No,71,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.899999618530273,10305050.00090909,No,61 - 72,1 - 20
317,Female,0,Yes,Yes,38,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.30000305175781,30005080.06040909,Yes,37 - 48,81 - 100
318,Male,1,Yes,No,24,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.1500015258789,20203010.0005,Yes,13 - 24,81 - 100
